Family	Genefam	Gene	Hit
Beta-lactam	blaZ	blaZ	blaZ_74_CZWI01000159
Beta-lactam	blaZ	blaZ	blaZ_75_LNTF01000008
Beta-lactam	blaZ	blaZ	blaZ_76_FFOR01000002
Beta-lactam	blaZ	blaZ	blaZ_77_FGNH01000009
Beta-lactam	blaZ	blaZ	blaZ_78_KU607301
Beta-lactam	blaZ	blaZ	blaZ_79_KU607584
Beta-lactam	blaZ	blaZ	blaZ_80_KU607855
Beta-lactam	blaZ	blaZ	blaZ_81_FGJZ01000020
Beta-lactam	blaZ	blaZ	blaZ_82_FGSJ01000003
Beta-lactam	blaZ	blaZ	blaZ_83_FGWO01000019
Beta-lactam	blaZ	blaZ	blaZ_84_FHDH01000010
Beta-lactam	blaZ	blaZ	blaZ_85_NZ_FHDT01000016
Beta-lactam	blaZ	blaZ	blaZ_86_AIZE01000023
Beta-lactam	blaZ	blaZ	blaZ_87_NZ_LRNC01000042
Beta-lactam	blaZ	blaZ	blaZ_88_FKTX01000011
Beta-lactam	blaZ	blaZ	blaZ_89_FKPS01000007
Beta-lactam	blaZ	blaZ	blaZ_90_FKVU01000010
Beta-lactam	blaZ	blaZ	blaZ_91_FKQH01000022
Beta-lactam	blaZ	blaZ	blaZ_92_FKWG01000001
Beta-lactam	blaZ	blaZ	blaZ_93_FKQA01000038
Beta-lactam	blaZ	blaZ	blaZ_94_LYRW01000005
Beta-lactam	blaZ	blaZ	blaZ_95_MAJJ01000071
Beta-lactam	blaZ	blaZ	blaZ_96_LNDI01000019
Beta-lactam	blaZ	blaZ	blaZ_97_FMOK01000003
Beta-lactam	blaZ	blaZ	blaZ_98_LTEF01000041
Beta-lactam	blaZ	blaZ	blaZ_99_LTNH01000008
Beta-lactam	blaZ	blaZ	blaZ_100_LTMH01000008
Beta-lactam	blaZ	blaZ	blaZ_101_LTLP01000099
Beta-lactam	blaZ	blaZ	blaZ_102_MLQA01000023
Beta-lactam	blaZ	blaZ	blaZ_103_FQSJ01000009
Beta-lactam	blaZ	blaZ	blaZ_104_FQHI01000006
Beta-lactam	blaZ	blaZ	blaZ_105_FQJS01000007
Beta-lactam	blaZ	blaZ	blaZ_106_FQHX01000011
Beta-lactam	blaZ	blaZ	blaZ_107_FQDM01000011
Beta-lactam	blaZ	blaZ	blaZ_108_FQPO01000005
Beta-lactam	blaZ	blaZ	blaZ_109_AOAS01000022
Beta-lactam	blaZ	blaZ	blaZ_110_AJCZ01000013
Beta-lactam	blaZ	blaZ	blaZ_111_AJCN01000010
Beta-lactam	blaZ	blaZ	blaZ_112_AKGL01000044
Beta-lactam	blaZ	blaZ	blaZ_113_AHVS01000008
Beta-lactam	blaZ	blaZ	blaZ_114_NC_013379
Beta-lactam	blaZ	blaZ	blaZ_115_FN433596
Beta-lactam	blaZ	blaZ	blaZ_116_NC_013348
Beta-lactam	blaZ	blaZ	blaZ_117_ACHE01000004
Beta-lactam	blaZ	blaZ	blaZ_118_NC_004461
Beta-lactam	blaZ	blaZ	blaZ_119_NZ_CANQ01000029
Beta-lactam	blaZ	blaZ	blaZ_120_NZ_ALWG01000005
Beta-lactam	blaZ	blaZ	blaZ_121_AIWM01000014
Beta-lactam	blaZ	blaZ	blaZ_122_NZ_AJGE01000057
Beta-lactam	blaZ	blaZ	blaZ_123_NC_013653
Beta-lactam	blaZ	blaZ	blaZ_124_NC_013944
Beta-lactam	blaZ	blaZ	blaZ_125_CP003194
Beta-lactam	blaZ	blaZ	blaZ_126_NC_013374
Beta-lactam	blaZ	blaZ	blaZ_127_ACFR01000018
Beta-lactam	blaZ	blaZ	blaZ_128_GQ900471
Beta-lactam	blaZ	blaZ	blaZ_130_AHKZ01000073
Beta-lactam	blaZ	blaZ	blaZ_131_GQ900485
Beta-lactam	blaZ	blaZ	blaZ_132_AHVO01000010
Beta-lactam	blaZ	blaZ	blaZ_133_AIDT01000014
Beta-lactam	blaZ	blaZ	blaZ_134_NZ_AJGE01000047
Beta-lactam	blaZ	blaZ	blaZ_135_AB811795
Beta-lactam	blaZ	blaZ	blaZ_136_NZ_ALWE01000009
Beta-lactam	blaZ	blaZ	blaZ_137_GQ915265
Beta-lactam	blaZ	blaZ	blaZ_138_CP003979
Beta-lactam	blaVIM-1 like	blaVIM-2	blaVIM-2_1_AF302086
Beta-lactam	blaVIM-1 like	blaVIM-4	blaVIM-4_1_EU581706
Beta-lactam	blaVIM-1 like	blaVIM-5	blaVIM-5_1_DQ023222
Beta-lactam	blaVIM-13/47	blaVIM-13	blaVIM-13_1_DQ365886
Beta-lactam	blaVIM-1 like	blaVIM-19	blaVIM-19_1_FJ499397
Beta-lactam	blaVIM-1 like	blaVIM-25	blaVIM-25_1_HM750249
Beta-lactam	blaVIM-1 like	blaVIM-27	blaVIM-27_1_HQ858608
Beta-lactam	blaVIM-1 like	blaVIM-29	blaVIM-29_1_JX311308
Beta-lactam	blaVIM-1 like	blaVIM-31	blaVIM-31_1_JN982330
Beta-lactam	blaVIM-1 like	blaVIM-32	blaVIM-32_1_JN676230
Beta-lactam	blaVIM-1 like	blaVIM-33	blaVIM-33_1_JX258134
Beta-lactam	blaVIM-1 like	blaVIM-34	blaVIM-34_1_JX013656
Beta-lactam	blaVIM-1 like	blaVIM-37	blaVIM-37_1_JX982636
Beta-lactam	blaVIM-1 like	blaVIM-38	blaVIM-38_1_KC469971
Beta-lactam	blaVIM-1 like	blaVIM-39	blaVIM-39_1_KF131539
Beta-lactam	blaVIM-1 like	blaVIM-42	blaVIM-42_1_KP071470
Beta-lactam	blaVIM-1 like	blaVIM-43	blaVIM-43_1_KP096412
Beta-lactam	blaVIM-13/47	blaVIM-47	blaVIM-47_1_KT954134
Beta-lactam	blaVIM-1 like	blaVIM-49	blaVIM-49_1_KU663374
Beta-lactam	blaVIM-1 like	blaVIM-52	blaVIM-52_1_KX349731
Beta-lactam	blaVIM-1 like	blaVIM-57	blaVIM-57_1_MH450217
Beta-lactam	blaIMP-2 like	blaIMP-2	blaIMP-2_1_AJ243491
Beta-lactam	blaIMP-2 like	blaIMP-8	blaIMP-8_1_DQ845788
Beta-lactam	blaIMP-11 like	blaIMP-11	blaIMP-11_1_AB074436
Beta-lactam	blaIMP-2 like	blaIMP-20	blaIMP-20_1_AB196988
Beta-lactam	blaIMP-2 like	blaIMP-23	blaIMP-23_1_DQ417222
Beta-lactam	blaIMP-2 like	blaIMP-24	blaIMP-24_1_EF192154
Beta-lactam	blaCTX-M-1 like	blaCTX-M-1	blaCTX-M-1_1_DQ915955
Beta-lactam	blaCTX-M-2 like	blaCTX-M-2	blaCTX-M-2_1_AB176535
Beta-lactam	blaCTX-M-1 like	blaCTX-M-3	blaCTX-M-3_1_Y10278
Beta-lactam	blaCTX-M-2 like	blaCTX-M-5	blaCTX-M-5_1_U95364
Beta-lactam	blaCTX-M-1 like	blaCTX-M-10	blaCTX-M-10_1_AY598759
Beta-lactam	blaCTX-M-1 like	blaCTX-M-12	blaCTX-M-12_1_DQ821704
Beta-lactam	blaCTX-M-9 like	blaCTX-M-13	blaCTX-M-13_2_AF252623
Beta-lactam	blaCTX-M-9 like	blaCTX-M-14	blaCTX-M-14_1_AF252622
Beta-lactam	blaCTX-M-1 like	blaCTX-M-15	blaCTX-M-15_1_AY044436
Beta-lactam	blaCTX-M-9 like	blaCTX-M-17	blaCTX-M-17_1_AY033516
Beta-lactam	blaCTX-M-9 like	blaCTX-M-19	blaCTX-M-19_1_AF325134
Beta-lactam	blaCTX-M-2 like	blaCTX-M-20	blaCTX-M-20_1_AJ416344
Beta-lactam	blaCTX-M-9 like	blaCTX-M-21	blaCTX-M-21_1_AJ416346
Beta-lactam	blaCTX-M-1 like	blaCTX-M-22	blaCTX-M-22_1_AY080894
Beta-lactam	blaCTX-M-1 like	blaCTX-M-23	blaCTX-M-23_1_AF488377
Beta-lactam	blaCTX-M-9 like	blaCTX-M-24	blaCTX-M-24_1_EF374096
Beta-lactam	blaCTX-M-9 like	blaCTX-M-27	blaCTX-M-27_1_AY156923
Beta-lactam	blaCTX-M-1 like	blaCTX-M-28	blaCTX-M-28_6_AJ549244
Beta-lactam	blaCTX-M-1 like	blaCTX-M-29	blaCTX-M-29_1_AY267213
Beta-lactam	blaCTX-M-1 like	blaCTX-M-30	blaCTX-M-30_1_AY292654
Beta-lactam	blaCTX-M-2 like	blaCTX-M-31	blaCTX-M-31_1_AJ567481
Beta-lactam	blaCTX-M-1 like	blaCTX-M-32	blaCTX-M-32_2_AJ557142
Beta-lactam	blaCTX-M-1 like	blaCTX-M-33	blaCTX-M-33_1_AY238472
Beta-lactam	blaCTX-M-1 like	blaCTX-M-34	blaCTX-M-34_1_AY515297
Beta-lactam	blaCTX-M-2 like	blaCTX-M-35	blaCTX-M-35_1_AB176532
Beta-lactam	blaCTX-M-1 like	blaCTX-M-36	blaCTX-M-36_1_AB177384
Beta-lactam	blaCTX-M-1 like	blaCTX-M-37	blaCTX-M-37_1_AY649755
Beta-lactam	blaCTX-M-1 like	blaCTX-M-42	blaCTX-M-42_1_DQ061159
Beta-lactam	blaCTX-M-2 like	blaCTX-M-43	blaCTX-M-43_1_DQ102702
Beta-lactam	blaCTX-M-2 like	blaCTX-M-44	blaCTX-M-44_1_D37830
Beta-lactam	blaCTX-M-9 like	blaCTX-M-46	blaCTX-M-46_1_AY847147
Beta-lactam	blaCTX-M-9 like	blaCTX-M-47	blaCTX-M-47_1_AY847143
Beta-lactam	blaCTX-M-1 like	blaCTX-M-52	blaCTX-M-52_1_DQ223685
Beta-lactam	blaCTX-M-1 like	blaCTX-M-53	blaCTX-M-53_1_DQ268764
Beta-lactam	blaCTX-M-1 like	blaCTX-M-54	blaCTX-M-54_1_DQ303459
Beta-lactam	blaCTX-M-1 like	blaCTX-M-55	blaCTX-M-55_1_DQ810789
Beta-lactam	blaCTX-M-2 like	blaCTX-M-56	blaCTX-M-56_1_EF374097
Beta-lactam	blaCTX-M-1 like	blaCTX-M-58	blaCTX-M-58_1_EF210159
Beta-lactam	blaCTX-M-2 like	blaCTX-M-59	blaCTX-M-59_1_DQ408762
Beta-lactam	blaCTX-M-1 like	blaCTX-M-60	blaCTX-M-60_1_AM411407
Beta-lactam	blaCTX-M-1 like	blaCTX-M-61	blaCTX-M-61_1_EF219142
Beta-lactam	blaCTX-M-1 like	blaCTX-M-62	blaCTX-M-62_1_EF219134
Beta-lactam	blaCTX-M-64/199	blaCTX-M-64	blaCTX-M-64_1_AB284167
Beta-lactam	blaCTX-M-9 like	blaCTX-M-65	blaCTX-M-65_1_EF418608
Beta-lactam	blaCTX-M-1 like	blaCTX-M-66	blaCTX-M-66_1_EF576988
Beta-lactam	blaCTX-M-1 like	blaCTX-M-68	blaCTX-M-68_1_EU177100
Beta-lactam	blaCTX-M-1 like	blaCTX-M-69	blaCTX-M-69_1_EU402393
Beta-lactam	blaCTX-M-1 like	blaCTX-M-71	blaCTX-M-71_1_FJ815436
Beta-lactam	blaCTX-M-1 like	blaCTX-M-72	blaCTX-M-72_1_AY847148
Beta-lactam	blaCTX-M-9 like	blaCTX-M-73	blaCTX-M-73_1_DQ343292
Beta-lactam	blaCTX-M-2 like	blaCTX-M-76	blaCTX-M-76_1_AM982520
Beta-lactam	blaCTX-M-2 like	blaCTX-M-77	blaCTX-M-77_1_AM982521
Beta-lactam	blaCTX-M-25 like	blaCTX-M-78	blaCTX-M-78_1_AM982522
Beta-lactam	blaCTX-M-1 like	blaCTX-M-79	blaCTX-M-79_1_EF426798
Beta-lactam	blaCTX-M-1 like	blaCTX-M-80	blaCTX-M-80_1_EU202673
Beta-lactam	blaCTX-M-9 like	blaCTX-M-81	blaCTX-M-81_1_EU136031
Beta-lactam	blaCTX-M-1 like	blaCTX-M-82	blaCTX-M-82_1_DQ256091
Beta-lactam	blaCTX-M-9 like	blaCTX-M-83	blaCTX-M-83_1_FJ214366
Beta-lactam	blaCTX-M-9 like	blaCTX-M-84	blaCTX-M-84_1_FJ214367
Beta-lactam	blaCTX-M-9 like	blaCTX-M-85	blaCTX-M-85_1_FJ214368
Beta-lactam	blaCTX-M-9 like	blaCTX-M-86	blaCTX-M-86_1_FJ214369
Beta-lactam	blaCTX-M-1 like	blaCTX-M-88	blaCTX-M-88_1_FJ873739
Beta-lactam	blaCTX-M-2 like	blaCTX-M-92	blaCTX-M-92_1_GU127598
Beta-lactam	blaCTX-M-9 like	blaCTX-M-93	blaCTX-M-93_1_HQ166709
Beta-lactam	blaCTX-M-2 like	blaCTX-M-95	blaCTX-M-95_1_FN813245
Beta-lactam	blaCTX-M-1 like	blaCTX-M-96	blaCTX-M-96_1_AJ704396
Beta-lactam	blaCTX-M-2 like	blaCTX-M-97	blaCTX-M-97_1_HM776707
Beta-lactam	blaCTX-M-9 like	blaCTX-M-99	blaCTX-M-99_1_HM803271
Beta-lactam	blaCTX-M-1 like	blaCTX-M-101	blaCTX-M-101_1_HQ398214
Beta-lactam	blaCTX-M-1 like	blaCTX-M-103	blaCTX-M-103_1_HG423149
Beta-lactam	blaCTX-M-9 like	blaCTX-M-104	blaCTX-M-104_1_HQ833652
Beta-lactam	blaCTX-M-9 like	blaCTX-M-113	blaCTX-M-113_1_JF274247
Beta-lactam	blaCTX-M-1 like	blaCTX-M-114	blaCTX-M-114_1_GQ351346
Beta-lactam	blaCTX-M-1 like	blaCTX-M-116	blaCTX-M-116_1_JF966749
Beta-lactam	blaCTX-M-1 like	blaCTX-M-117	blaCTX-M-117_1_JN227085
Beta-lactam	blaCTX-M-1 like	blaCTX-M-123	blaCTX-M-123_1_JN790864
Beta-lactam	blaCTX-M-2 like	blaCTX-M-124	blaCTX-M-124_1_JQ429324
Beta-lactam	blaCTX-M-1 like	blaCTX-M-127	blaCTX-M-127_1_MF196229
Beta-lactam	blaCTX-M-9 like	blaCTX-M-129	blaCTX-M-129_1_JX017364
Beta-lactam	blaCTX-M-9 like	blaCTX-M-130	blaCTX-M-130_1_JX017365
Beta-lactam	blaCTX-M-2 like	blaCTX-M-131	blaCTX-M-131_1_JN969893
Beta-lactam	blaCTX-M-9 like	blaCTX-M-134	blaCTX-M-134_1_JX896165
Beta-lactam	blaCTX-M-1 like	blaCTX-M-136	blaCTX-M-136_1_KC351754
Beta-lactam	blaCTX-M-9 like	blaCTX-M-137	blaCTX-M-137_1_KF790923
Beta-lactam	blaCTX-M-1 like	blaCTX-M-138	blaCTX-M-138_1_KF526119
Beta-lactam	blaCTX-M-1 like	blaCTX-M-139	blaCTX-M-139_1_KC107824
Beta-lactam	blaCTX-M-2 like	blaCTX-M-141	blaCTX-M-141_1_KC964871
Beta-lactam	blaCTX-M-1 like	blaCTX-M-142	blaCTX-M-142_1_KF240809
Beta-lactam	blaCTX-M-1 like	blaCTX-M-146	blaCTX-M-146_1_KY938173
Beta-lactam	blaCTX-M-9 like	blaCTX-M-147	blaCTX-M-147_1_KF513180
Beta-lactam	blaCTX-M-9 like	blaCTX-M-148	blaCTX-M-148_1_KJ020574
Beta-lactam	blaCTX-M-1 like	blaCTX-M-150	blaCTX-M-150_1_KF769131
Beta-lactam	blaCTX-M-1 like	blaCTX-M-155	blaCTX-M-155_1_KM211508
Beta-lactam	blaCTX-M-1 like	blaCTX-M-156	blaCTX-M-156_1_KM211509
Beta-lactam	blaCTX-M-1 like	blaCTX-M-157	blaCTX-M-157_1_KM211510
Beta-lactam	blaCTX-M-1 like	blaCTX-M-158	blaCTX-M-158_1_KM211691
Beta-lactam	blaCTX-M-9 like	blaCTX-M-159	blaCTX-M-159_1_AB976602
Beta-lactam	blaCTX-M-9 like	blaCTX-M-161	blaCTX-M-161_1_KP128034
Beta-lactam	blaCTX-M-1 like	blaCTX-M-162	blaCTX-M-162_1_KP681697
Beta-lactam	blaCTX-M-1 like	blaCTX-M-163	blaCTX-M-163_1_KP681698
Beta-lactam	blaCTX-M-1 like	blaCTX-M-164	blaCTX-M-164_1_KP727571
Beta-lactam	blaCTX-M-2 like	blaCTX-M-165	blaCTX-M-165_1_KP727572
Beta-lactam	blaCTX-M-1 like	blaCTX-M-166	blaCTX-M-166_1_KU978909
Beta-lactam	blaCTX-M-1 like	blaCTX-M-167	blaCTX-M-167_1_KR537428
Beta-lactam	blaCTX-M-9 like	blaCTX-M-168	blaCTX-M-168_1_KR537429
Beta-lactam	blaCTX-M-1 like	blaCTX-M-169	blaCTX-M-169_1_KR779864
Beta-lactam	blaCTX-M-1 like	blaCTX-M-170	blaCTX-M-170_1_KR822223
Beta-lactam	blaCTX-M-2 like	blaCTX-M-171	blaCTX-M-171_1_KT277545
Beta-lactam	blaCTX-M-1 like	blaCTX-M-172	blaCTX-M-172_1_KT251041
Beta-lactam	blaCTX-M-1 like	blaCTX-M-173	blaCTX-M-173_1_KT997884
Beta-lactam	blaCTX-M-1 like	blaCTX-M-175	blaCTX-M-175_1_KT997887
Beta-lactam	blaCTX-M-1 like	blaCTX-M-176	blaCTX-M-176_1_KT997888
Beta-lactam	blaCTX-M-1 like	blaCTX-M-177	blaCTX-M-177_1_KT997889
Beta-lactam	blaCTX-M-1 like	blaCTX-M-179	blaCTX-M-179_1_KU705393
Beta-lactam	blaCTX-M-1 like	blaCTX-M-180	blaCTX-M-180_1_KX056899
Beta-lactam	blaCTX-M-1 like	blaCTX-M-181	blaCTX-M-181_1_KX056900
Beta-lactam	blaCTX-M-1 like	blaCTX-M-182	blaCTX-M-182_1_KX056901
Beta-lactam	blaCTX-M-1 like	blaCTX-M-183	blaCTX-M-183_1_KX263246
Beta-lactam	blaCTX-M-1 like	blaCTX-M-184	blaCTX-M-184_1_KX263247
Beta-lactam	blaCTX-M-1 like	blaCTX-M-186	blaCTX-M-186_1_KX446939
Beta-lactam	blaCTX-M-1 like	blaCTX-M-188	blaCTX-M-188_1_KX676491
Beta-lactam	blaCTX-M-1 like	blaCTX-M-189	blaCTX-M-189_1_FJ657512
Beta-lactam	blaCTX-M-1 like	blaCTX-M-190	blaCTX-M-190_1_KX664469
Beta-lactam	blaCTX-M-9 like	blaCTX-M-191	blaCTX-M-191_1_KY271097
Beta-lactam	blaCTX-M-9 like	blaCTX-M-192	blaCTX-M-192_1_KY271098
Beta-lactam	blaCTX-M-1 like	blaCTX-M-193	blaCTX-M-193_1_KY563766
Beta-lactam	blaCTX-M-1 like	blaCTX-M-194	blaCTX-M-194_1_KY563767
Beta-lactam	blaCTX-M-1 like	blaCTX-M-197	blaCTX-M-197_1_KY646303
Beta-lactam	blaCTX-M-9 like	blaCTX-M-198	blaCTX-M-198_1_KY646304
Beta-lactam	blaCTX-M-2 like	blaCTX-M-200	blaCTX-M-200_1_KY997188
Beta-lactam	blaCTX-M-9 like	blaCTX-M-201	blaCTX-M-201_1_KY997189
Beta-lactam	blaCTX-M-1 like	blaCTX-M-202	blaCTX-M-202_1_MF195067
Beta-lactam	blaCTX-M-1 like	blaCTX-M-203	blaCTX-M-203_1_MF196230
Beta-lactam	blaCTX-M-1 like	blaCTX-M-204	blaCTX-M-204_1_MF281085
Beta-lactam	blaCTX-M-1 like	blaCTX-M-206	blaCTX-M-206_1_KJ802520
Beta-lactam	blaCTX-M-1 like	blaCTX-M-207	blaCTX-M-207_1_LC348384
Beta-lactam	blaCTX-M-1 like	blaCTX-M-208	blaCTX-M-208_1_MH067958
Beta-lactam	blaCTX-M-1 like	blaCTX-M-209	blaCTX-M-209_1_MH067959
Beta-lactam	blaCTX-M-1 like	blaCTX-M-210	blaCTX-M-210_1_MH067960
Beta-lactam	blaCTX-M-1 like	blaCTX-M-211	blaCTX-M-211_1_MH067961
Beta-lactam	blaCTX-M-1 like	blaCTX-M-212	blaCTX-M-212_1_MH067962
Beta-lactam	blaCTX-M-1 like	blaCTX-M-216	blaCTX-M-216_1_MH243352
Beta-lactam	blaCTX-M-1 like	blaCTX-M-218	blaCTX-M-218_1_MH243358
Beta-lactam	blaCTX-M-1 like	blaCTX-M-220	blaCTX-M-220_1_MH450163
Beta-lactam	blaCMY-1 like	blaCMY-1	blaCMY-1_1_X92508
Beta-lactam	blaCMY-2 like	blaCMY-2	blaCMY-2_1_X91840
Beta-lactam	blaCMY-2 like	blaCMY-2b	blaCMY-2b_1_U77414
Beta-lactam	blaCMY-2 like	blaCMY-4	blaCMY-4_1_LNHZ01000079
Beta-lactam	blaCMY-2 like	blaCMY-5	blaCMY-5_1_Y17716
Beta-lactam	blaCMY-2 like	blaCMY-6	blaCMY-6_1_AJ011293
Beta-lactam	blaCMY-2 like	blaCMY-7	blaCMY-7_1_DQ173300
Beta-lactam	blaCMY-1 like	blaCMY-8	blaCMY-8_1_AB201268
Beta-lactam	blaCMY-1 like	blaCMY-8b	blaCMY-8b_1_DQ094251
Beta-lactam	blaCMY-1 like	blaCMY-9	blaCMY-9_1_AB061794
Beta-lactam	blaCMY-1 like	blaCMY-10	blaCMY-10_1_AF381615
Beta-lactam	blaCMY-1 like	blaCMY-11	blaCMY-11_1_AF357599
Beta-lactam	blaCMY-2 like	blaCMY-12	blaCMY-12_1_Y16785
Beta-lactam	blaCMY-2 like	blaCMY-13	blaCMY-13_1_AY339625
Beta-lactam	blaCMY-2 like	blaCMY-14	blaCMY-14_1_AJ555825
Beta-lactam	blaCMY-2 like	blaCMY-15	blaCMY-15_1_AJ555823
Beta-lactam	blaCMY-2 like	blaCMY-16	blaCMY-16_1_AJ781421
Beta-lactam	blaCMY-2 like	blaCMY-17	blaCMY-17_1_AY513266
Beta-lactam	blaCMY-2 like	blaCMY-18	blaCMY-18_1_AY743434
Beta-lactam	blaCMY-1 like	blaCMY-19	blaCMY-19_1_AB194410
Beta-lactam	blaCMY-2 like	blaCMY-20	blaCMY-20_1_AY960293
Beta-lactam	blaCMY-2 like	blaCMY-21	blaCMY-21_1_DQ139328
Beta-lactam	blaCMY-2 like	blaCMY-22	blaCMY-22_1_DQ256079
Beta-lactam	blaCMY-2 like	blaCMY-23	blaCMY-23_1_DQ438952
Beta-lactam	blaCMY-2 like	blaCMY-24	blaCMY-24_1_EF415650
Beta-lactam	blaCMY-2 like	blaCMY-25	blaCMY-25_1_EU515249
Beta-lactam	blaCMY-2 like	blaCMY-26	blaCMY-26_1_AB300358
Beta-lactam	blaCMY-2 like	blaCMY-27	blaCMY-27_1_EU515250
Beta-lactam	blaCMY-2 like	blaCMY-28	blaCMY-28_1_EF561644
Beta-lactam	blaCMY-2 like	blaCMY-29	blaCMY-29_1_EF685371
Beta-lactam	blaCMY-2 like	blaCMY-30	blaCMY-30_1_LMYO01000054
Beta-lactam	blaCMY-2 like	blaCMY-31	blaCMY-31_1_EF622224
Beta-lactam	blaCMY-2 like	blaCMY-32	blaCMY-32_1_EU496815
Beta-lactam	blaCMY-2 like	blaCMY-33	blaCMY-33_1_EU496816
Beta-lactam	blaCMY-2 like	blaCMY-34	blaCMY-34_1_EF394370
Beta-lactam	blaCMY-2 like	blaCMY-35	blaCMY-35_1_EF394371
Beta-lactam	blaCMY-2 like	blaCMY-37	blaCMY-37_1_AB280919
Beta-lactam	blaCMY-2 like	blaCMY-38	blaCMY-38_1_AM931008
Beta-lactam	blaCMY-2 like	blaCMY-39	blaCMY-39_1_AB372224
Beta-lactam	blaCMY-2 like	blaCMY-40	blaCMY-40_1_EU515251
Beta-lactam	blaCMY-2 like	blaCMY-41	blaCMY-41_1_AB429270
Beta-lactam	blaCMY-2 like	blaCMY-42	blaCMY-42_1_HM146927
Beta-lactam	blaCMY-2 like	blaCMY-43	blaCMY-43_1_FJ360626
Beta-lactam	blaCMY-2 like	blaCMY-44	blaCMY-44_1_FJ437066
Beta-lactam	blaCMY-2 like	blaCMY-45	blaCMY-45_1_FN546177
Beta-lactam	blaCMY-2 like	blaCMY-46	blaCMY-46_1_FN556186
Beta-lactam	blaCMY-2 like	blaCMY-47	blaCMY-47_1_HM046998
Beta-lactam	blaCMY-2 like	blaCMY-48	blaCMY-48_1_HM569226
Beta-lactam	blaCMY-2 like	blaCMY-49	blaCMY-49_1_GQ402541
Beta-lactam	blaCMY-2 like	blaCMY-50	blaCMY-50_1_FN645444
Beta-lactam	blaCMY-2 like	blaCMY-51	blaCMY-51_1_JQ733571
Beta-lactam	blaCMY-2 like	blaCMY-53	blaCMY-53_1_HQ336940
Beta-lactam	blaCMY-2 like	blaCMY-54	blaCMY-54_1_HM544039
Beta-lactam	blaCMY-2 like	blaCMY-55	blaCMY-55_1_HM544040
Beta-lactam	blaCMY-2 like	blaCMY-56	blaCMY-56_1_HQ322613
Beta-lactam	blaCMY-2 like	blaCMY-57	blaCMY-57_1_HQ285243
Beta-lactam	blaCMY-2 like	blaCMY-58	blaCMY-58_1_HQ185697
Beta-lactam	blaCMY-2 like	blaCMY-59	blaCMY-59_1_NG_048854
Beta-lactam	blaCMY-2 like	blaCMY-60	blaCMY-60_1_JF460794
Beta-lactam	blaCMY-2 like	blaCMY-61	blaCMY-61_1_JF460795
Beta-lactam	blaCMY-2 like	blaCMY-62	blaCMY-62_1_JF460796
Beta-lactam	blaCMY-2 like	blaCMY-63	blaCMY-63_1_HQ650104
Beta-lactam	blaCMY-2 like	blaCMY-64	blaCMY-64_1_HQ832678
Beta-lactam	blaCMY-2 like	blaCMY-65	blaCMY-65_1_JF780936
Beta-lactam	blaCMY-2 like	blaCMY-66	blaCMY-66_1_JN714478
Beta-lactam	blaCMY-2 like	blaCMY-67	blaCMY-67_1_JQ711185
Beta-lactam	blaCMY-2 like	blaCMY-68	blaCMY-68_1_JN714480
Beta-lactam	blaCMY-2 like	blaCMY-69	blaCMY-69_1_JX049132
Beta-lactam	blaCMY-2 like	blaCMY-70	blaCMY-70_1_JX440350
Beta-lactam	blaCMY-2 like	blaCMY-71	blaCMY-71_1_JQ711184
Beta-lactam	blaCMY-2 like	blaCMY-72	blaCMY-72_1_JX440352
Beta-lactam	blaCMY-2 like	blaCMY-73	blaCMY-73_1_GQ351345
Beta-lactam	blaCMY-2 like	blaCMY-74	blaCMY-74_1_JX440349
Beta-lactam	blaCMY-2 like	blaCMY-75	blaCMY-75_1_JQ733572
Beta-lactam	blaCMY-2 like	blaCMY-76	blaCMY-76_1_JQ733573
Beta-lactam	blaCMY-2 like	blaCMY-77	blaCMY-77_1_JX440353
Beta-lactam	blaCMY-2 like	blaCMY-78	blaCMY-78_1_JQ733575
Beta-lactam	blaCMY-2 like	blaCMY-79	blaCMY-79_1_JQ733576
Beta-lactam	blaCMY-2 like	blaCMY-80	blaCMY-80_1_JQ733577
Beta-lactam	blaCMY-2 like	blaCMY-81	blaCMY-81_1_JQ733578
Beta-lactam	blaCMY-2 like	blaCMY-82	blaCMY-82_1_KJ207203
Beta-lactam	blaCMY-2 like	blaCMY-83	blaCMY-83_1_JX440351
Beta-lactam	blaCMY-2 like	blaCMY-84	blaCMY-84_1_JQ733579
Beta-lactam	blaCMY-2 like	blaCMY-85	blaCMY-85_1_KJ207202
Beta-lactam	blaCMY-2 like	blaCMY-86	blaCMY-86_1_KJ207204
Beta-lactam	blaCMY-2 like	blaCMY-87	blaCMY-87_1_AB699171
Beta-lactam	blaCMY-2 like	blaCMY-89	blaCMY-89_1_HE819403
Beta-lactam	blaCMY-2 like	blaCMY-90	blaCMY-90_1_HE819404
Beta-lactam	blaCFE-1 like	blaCMY-93	blaCMY-93_1_KF992025
Beta-lactam	blaCMY-2 like	blaCMY-94	blaCMY-94_1_JX514368
Beta-lactam	blaCMY-2 like	blaCMY-95	blaCMY-95_1_JX514369
Beta-lactam	blaCMY-2 like	blaCMY-96	blaCMY-96_1_KC007362
Beta-lactam	blaCMY-2 like	blaCMY-97	blaCMY-97_1_KC007363
Beta-lactam	blaCMY-2 like	blaCMY-99	blaCMY-99_1_KF305673
Beta-lactam	blaCFE-1 like	blaCMY-100	blaCMY-100_1_KF526113
